Ref;Doi;Cat;Crop;Sowing_month;Irrigation;Continent;Country;Location;Latitude;Longitude;Scale;Region_map;Scale_map;y_map;x_map;Time_period;Future_time_slice1;Future_time_slice2;Baseline_time_slice1;Baseline_time_slice2;Future_midpoint;Baseline_midpoint;Scenario;GCM;Rainfall_change;Mean_T_change;Future_CO2;Model_name;Model_cat;Climate_factors;Param_assessed;Adapt_tested;Variable;Unit;Baseline_no_adapt;CC_no_adapt;CC_impact;CC_impact_cat;Baseline_adapt;CC_adapt;Adapt_impact;Adapt_impact_cat;Adapt_type;No_adapt_treatment;Adapt_treatment;Remarks;Data_source
Fu et al. 2016;10.1515/intag-2015-0069;Adapt;Soybean;May;Unclear;America;USA;Illinois;;;Spot;;;40;-88,5;Far;2080;2100;1991;2010;2090;2000;RCP8.5;42;-14;7,4;936;CROPGRO;Process-based model;Temperature/Rainfall/CO2/Stress unclear;Grain yield;Sowing date/Virtual cultivar;Yield;t/ha;;2,06;;;;2,74;0,330097087;Positive;Virtual cultivar;SD-PM 34 thermal days;SD-PM 54 thermal days;Extreme scenario;Extracted from Fig. 1 with ImageJ
Fu et al. 2016;10.1515/intag-2015-0069;Adapt;Soybean;May;Unclear;America;USA;Illinois;;;Spot;;;40;-88,5;Far;2080;2100;1991;2010;2090;2000;RCP8.5;42;-14;7,4;936;CROPGRO;Process-based model;Temperature/Rainfall/CO2/Stress unclear;Grain yield;Sowing date/Virtual cultivar;Yield;t/ha;;2,06;;;;2,86;0,388349515;Positive;Virtual cultivar;SD-PM 34 thermal days;SD-PM 61 thermal days;Extreme scenario;Extracted from Fig. 1 with ImageJ
Fu et al. 2016;10.1515/intag-2015-0069;Adapt;Soybean;May;Unclear;America;USA;Illinois;;;Spot;;;40;-88,5;Far;2080;2100;1991;2010;2090;2000;RCP8.5;42;-14;7,4;936;CROPGRO;Process-based model;Temperature/Rainfall/CO2/Stress unclear;Grain yield;Sowing date/Virtual cultivar;Yield;t/ha;;2,06;;;;3,04;0,475728155;Positive;Virtual cultivar;SD-PM 34 thermal days;SD-PM 68 thermal days;Extreme scenario;Extracted from Fig. 1 with ImageJ
Fu et al. 2016;10.1515/intag-2015-0069;Adapt;Soybean;May;Unclear;America;USA;Illinois;;;Spot;;;40;-88,5;Far;2080;2100;1991;2010;2090;2000;RCP8.5;42;-14;7,4;936;CROPGRO;Process-based model;Temperature/Rainfall/CO2/Stress unclear;Grain yield;Sowing date/Virtual cultivar;Yield;t/ha;;2,06;;;;3,16;0,533980583;Positive;Virtual cultivar;SD-PM 34 thermal days;SD-PM 75 thermal days;Extreme scenario;Extracted from Fig. 1 with ImageJ
Fu et al. 2016;10.1515/intag-2015-0069;Adapt;Soybean;May;Unclear;America;USA;Illinois;;;Spot;;;40;-88,5;Far;2080;2100;1991;2010;2090;2000;RCP8.5;42;-14;7,4;936;CROPGRO;Process-based model;Temperature/Rainfall/CO2/Stress unclear;Grain yield;Sowing date/Virtual cultivar;Yield;t/ha;;2,06;;;;3,26;0,582524272;Positive;Sowing date x virtual cultivar;SD-PM 34 thermal days;SD-PM 75 thermal days x Sowing date DOY 152;Extreme scenario;Extracted from Fig. 1 with ImageJ
Seifert & Lobell 2015;10.1088/1748-9326/10/2/024002;Adapt;Soybean;;Unclear;America;USA;;;;Region;;;41;-93;Far;2020;2100;1990;2010;2060;2000;RCP4.5/RCP8.5;38;;;;;Process-based model;Temperature/Rainfall/Temperature stress;Suitability index;Double cropping;;;;;;;;;;;;;;;
Lant et al. 2016;10.1007/s10584-016-1738-6;Adapt;Soybean;;Rainfed;America;USA;;;;Region;;;41;-93;Near;2040;2040;;;2040;;RCP2.6/RCP4.5/RCP8.5;IPSL-CM5-LR/MRI-CGCM3/NORESM-1M;;;;;Statistical model;Temperature/Rainfall/Stress unclear;Suitability index;Double cropping;;;;;;;;;;;;;;;
Lant et al. 2016;10.1007/s10584-016-1738-6;Adapt;Soybean;;Rainfed;America;USA;;;;Region;;;41;-93;Far;2060;2060;;;2060;;RCP2.6/RCP4.5/RCP8.5;IPSL-CM5-LR/MRI-CGCM3/NORESM-1M;;;;;Statistical model;Temperature/Rainfall/Stress unclear;Suitability index;Double cropping;;;;;;;;;;;;;;;
Lant et al. 2016;10.1007/s10584-016-1738-6;Adapt;Soybean;;Rainfed;America;USA;;;;Region;;;41;-93;Far;2100;2100;;;2100;;RCP2.6/RCP4.5/RCP8.5;IPSL-CM5-LR/MRI-CGCM3/NORESM-1M;;;;;Statistical model;Temperature/Rainfall/Stress unclear;Suitability index;Double cropping;;;;;;;;;;;;;;;
He et al. 2022;10.1016/j.agsy.2022.103527;Adapt;Pea;May;Rainfed;Oceania;Australia;;;;Region;;;-34,5;146,5;Near;2021;2056;1985;2020;2038;2002;RCP4.5;27;;;;APSIM;Process-based model;Temperature/Rainfall/CO2/Stress unclear;Grain yield/N2O emissions/GHG emissions/SOC/Gross margin;Residue incorporation;Yield;t/ha;2,38;2,52;0,06;Positive;2,33;2,48;-0,015873016;Neutral;Residue incorporation;RI10%;RI50%;;Supplementary Table 8
He et al. 2022;10.1016/j.agsy.2022.103527;Adapt;Pea;May;Rainfed;Oceania;Australia;;;;Region;;;-34,5;146,5;Far;2057;2092;1985;2020;2074;2002;RCP4.5;27;;;;APSIM;Process-based model;Temperature/Rainfall/CO2/Stress unclear;Grain yield/N2O emissions/GHG emissions/SOC/Gross margin;Residue incorporation;Yield;t/ha;2,38;2,58;0,08;Positive;2,33;2,47;-0,042635659;Neutral;Residue incorporation;RI10%;RI50%;;Supplementary Table 8
He et al. 2022;10.1016/j.agsy.2022.103527;Adapt;Pea;May;Rainfed;Oceania;Australia;;;;Region;;;-34,5;146,5;Near;2021;2056;1985;2020;2038;2002;RCP8.5;27;;;;APSIM;Process-based model;Temperature/Rainfall/CO2/Stress unclear;Grain yield/N2O emissions/GHG emissions/SOC/Gross margin;Residue incorporation;Yield;t/ha;2,38;2,69;0,13;Positive;2,33;2,6;-0,033457249;Neutral;Residue incorporation;RI10%;RI50%;;Supplementary Table 8
He et al. 2022;10.1016/j.agsy.2022.103527;Adapt;Pea;May;Rainfed;Oceania;Australia;;;;Region;;;-34,5;146,5;Far;2057;2092;1985;2020;2074;2002;RCP8.5;27;;;;APSIM;Process-based model;Temperature/Rainfall/CO2/Stress unclear;Grain yield/N2O emissions/GHG emissions/SOC/Gross margin;Residue incorporation;Yield;t/ha;2,38;2,91;0,22;Positive;2,33;2,87;-0,013745704;Neutral;Residue incorporation;RI10%;RI50%;;Supplementary Table 8
He et al. 2022;10.1016/j.agsy.2022.103527;Adapt;Pea;May;Rainfed;Oceania;Australia;;;;Region;;;-34,5;146,5;Near;2021;2056;1985;2020;2038;2002;RCP4.5;27;;;;APSIM;Process-based model;Temperature/Rainfall/CO2/Stress unclear;Grain yield/N2O emissions/GHG emissions/SOC/Gross margin;Residue incorporation;Yield;t/ha;2,38;2,52;0,06;Positive;2,27;2,41;-0,043650794;Neutral;Residue incorporation;RI10%;RI100%;;Supplementary Table 8
He et al. 2022;10.1016/j.agsy.2022.103527;Adapt;Pea;May;Rainfed;Oceania;Australia;;;;Region;;;-34,5;146,5;Far;2057;2092;1985;2020;2074;2002;RCP4.5;27;;;;APSIM;Process-based model;Temperature/Rainfall/CO2/Stress unclear;Grain yield/N2O emissions/GHG emissions/SOC/Gross margin;Residue incorporation;Yield;t/ha;2,38;2,58;0,08;Positive;2,27;2,38;-0,07751938;Negative;Residue incorporation;RI10%;RI100%;;Supplementary Table 8
He et al. 2022;10.1016/j.agsy.2022.103527;Adapt;Pea;May;Rainfed;Oceania;Australia;;;;Region;;;-34,5;146,5;Near;2021;2056;1985;2020;2038;2002;RCP8.5;27;;;;APSIM;Process-based model;Temperature/Rainfall/CO2/Stress unclear;Grain yield/N2O emissions/GHG emissions/SOC/Gross margin;Residue incorporation;Yield;t/ha;2,38;2,69;0,13;Positive;2,27;2,51;-0,066914498;Negative;Residue incorporation;RI10%;RI100%;;Supplementary Table 8
He et al. 2022;10.1016/j.agsy.2022.103527;Adapt;Pea;May;Rainfed;Oceania;Australia;;;;Region;;;-34,5;146,5;Far;2057;2092;1985;2020;2074;2002;RCP8.5;27;;;;APSIM;Process-based model;Temperature/Rainfall/CO2/Stress unclear;Grain yield/N2O emissions/GHG emissions/SOC/Gross margin;Residue incorporation;Yield;t/ha;2,38;2,91;0,22;Positive;2,27;2,82;-0,030927835;Neutral;Residue incorporation;RI10%;RI100%;;Supplementary Table 8
Timilsina et al. 2023;10.1017/S0021859623000011;Adapt;Soybean;May;Rainfed;America;USA;North Dakota;;;Region;;;41;-93;Near;2013;2039;1984;2010;2026;1997;RCP4.5;8;;;400;CROPGRO;Process-based model;Temperature/Rainfall/Temperature stress;Grain yield/Water productivity/Irrigation demand;Irrigation;Yield;t/ha;2,08;2,163;0,04;Neutral;3,074;3,381;0,563106796;Positive;Irrigation;Rainfed;;;Supplementary Table 2
Timilsina et al. 2023;10.1017/S0021859623000011;Adapt;Soybean;May;Rainfed;America;USA;Minnesota;;;Region;;;41;-93;Near;2013;2039;1984;2010;2026;1997;RCP4.5;8;;;400;CROPGRO;Process-based model;Temperature/Rainfall/Temperature stress;Grain yield/Water productivity/Irrigation demand;Irrigation;Yield;t/ha;2,902;2,902;0;Neutral;3,309;3,375;0,162991041;Positive;Irrigation;Rainfed;;;Supplementary Table 2
Timilsina et al. 2023;10.1017/S0021859623000011;Adapt;Soybean;May;Rainfed;America;USA;South Dakota;;;Region;;;41;-93;Near;2013;2039;1984;2010;2026;1997;RCP4.5;8;;;400;CROPGRO;Process-based model;Temperature/Rainfall/Temperature stress;Grain yield/Water productivity/Irrigation demand;Irrigation;Yield;t/ha;2,229;2,162;-0,03;Neutral;3,597;3,669;0,697039778;Positive;Irrigation;Rainfed;;;Supplementary Table 2
Timilsina et al. 2023;10.1017/S0021859623000011;Adapt;Soybean;May;Rainfed;America;USA;Iowa;;;Region;;;41;-93;Near;2013;2039;1984;2010;2026;1997;RCP4.5;8;;;400;CROPGRO;Process-based model;Temperature/Rainfall/Temperature stress;Grain yield/Water productivity/Irrigation demand;Irrigation;Yield;t/ha;3,323;3,257;-0,02;Neutral;3,921;3,96;0,2158428;Positive;Irrigation;Rainfed;;;Supplementary Table 2
Timilsina et al. 2023;10.1017/S0021859623000011;Adapt;Soybean;May;Rainfed;America;USA;Illinois;;;Region;;;41;-93;Near;2013;2039;1984;2010;2026;1997;RCP4.5;8;;;400;CROPGRO;Process-based model;Temperature/Rainfall/Temperature stress;Grain yield/Water productivity/Irrigation demand;Irrigation;Yield;t/ha;3,393;3,223;-0,05;Negative;4,025;3,985;0,23642569;Positive;Irrigation;Rainfed;;;Supplementary Table 2
Timilsina et al. 2023;10.1017/S0021859623000011;Adapt;Soybean;May;Rainfed;America;USA;Indiana;;;Region;;;41;-93;Near;2013;2039;1984;2010;2026;1997;RCP4.5;8;;;400;CROPGRO;Process-based model;Temperature/Rainfall/Temperature stress;Grain yield/Water productivity/Irrigation demand;Irrigation;Yield;t/ha;3,454;3,281;-0,05;Negative;4,052;4,011;0,222493142;Positive;Irrigation;Rainfed;;;Supplementary Table 2
Timilsina et al. 2023;10.1017/S0021859623000011;Adapt;Soybean;May;Rainfed;America;USA;Ohio;;;Region;;;41;-93;Near;2013;2039;1984;2010;2026;1997;RCP4.5;8;;;400;CROPGRO;Process-based model;Temperature/Rainfall/Temperature stress;Grain yield/Water productivity/Irrigation demand;Irrigation;Yield;t/ha;3,3;3,168;-0,04;Neutral;4,123;4,164;0,314393939;Positive;Irrigation;Rainfed;;;Supplementary Table 2
Timilsina et al. 2023;10.1017/S0021859623000011;Adapt;Soybean;May;Rainfed;America;USA;Nebraska;;;Region;;;41;-93;Near;2013;2039;1984;2010;2026;1997;RCP4.5;8;;;400;CROPGRO;Process-based model;Temperature/Rainfall/Temperature stress;Grain yield/Water productivity/Irrigation demand;Irrigation;Yield;t/ha;2,724;2,561;-0,06;Negative;4,002;4,002;0,562670832;Positive;Irrigation;Rainfed;;;Supplementary Table 2
Timilsina et al. 2023;10.1017/S0021859623000011;Adapt;Soybean;May;Rainfed;America;USA;Kansas;;;Region;;;41;-93;Near;2013;2039;1984;2010;2026;1997;RCP4.5;8;;;400;CROPGRO;Process-based model;Temperature/Rainfall/Temperature stress;Grain yield/Water productivity/Irrigation demand;Irrigation;Yield;t/ha;2,529;2,301;-0,09;Negative;4,021;3,9;0,694915254;Positive;Irrigation;Rainfed;;;Supplementary Table 2
Timilsina et al. 2023;10.1017/S0021859623000011;Adapt;Soybean;May;Rainfed;America;USA;Missouri;;;Region;;;41;-93;Near;2013;2039;1984;2010;2026;1997;RCP4.5;8;;;400;CROPGRO;Process-based model;Temperature/Rainfall/Temperature stress;Grain yield/Water productivity/Irrigation demand;Irrigation;Yield;t/ha;3,115;2,928;-0,06;Negative;3,996;3,956;0,351092896;Positive;Irrigation;Rainfed;;;Supplementary Table 2
Timilsina et al. 2023;10.1017/S0021859623000011;Adapt;Soybean;May;Rainfed;America;USA;North Dakota;;;Region;;;41;-93;Near;2013;2039;1984;2010;2026;1997;RCP8.5;8;;;400;CROPGRO;Process-based model;Temperature/Rainfall/Temperature stress;Grain yield/Water productivity/Irrigation demand;Irrigation;Yield;t/ha;2,08;2,142;0,03;Neutral;3,074;3,412;0,592903828;Positive;Irrigation;Rainfed;;;Supplementary Table 2
Timilsina et al. 2023;10.1017/S0021859623000011;Adapt;Soybean;May;Rainfed;America;USA;Minnesota;;;Region;;;41;-93;Near;2013;2039;1984;2010;2026;1997;RCP8.5;8;;;400;CROPGRO;Process-based model;Temperature/Rainfall/Temperature stress;Grain yield/Water productivity/Irrigation demand;Irrigation;Yield;t/ha;2,902;2,902;0;Neutral;3,309;3,408;0,174362509;Positive;Irrigation;Rainfed;;;Supplementary Table 2
Timilsina et al. 2023;10.1017/S0021859623000011;Adapt;Soybean;May;Rainfed;America;USA;South Dakota;;;Region;;;41;-93;Near;2013;2039;1984;2010;2026;1997;RCP8.5;8;;;400;CROPGRO;Process-based model;Temperature/Rainfall/Temperature stress;Grain yield/Water productivity/Irrigation demand;Irrigation;Yield;t/ha;2,229;2,14;-0,04;Neutral;3,597;3,669;0,714485981;Positive;Irrigation;Rainfed;;;Supplementary Table 2
Timilsina et al. 2023;10.1017/S0021859623000011;Adapt;Soybean;May;Rainfed;America;USA;Iowa;;;Region;;;41;-93;Near;2013;2039;1984;2010;2026;1997;RCP8.5;8;;;400;CROPGRO;Process-based model;Temperature/Rainfall/Temperature stress;Grain yield/Water productivity/Irrigation demand;Irrigation;Yield;t/ha;3,323;3,223;-0,03;Neutral;3,921;3,921;0,216568415;Positive;Irrigation;Rainfed;;;Supplementary Table 2
Timilsina et al. 2023;10.1017/S0021859623000011;Adapt;Soybean;May;Rainfed;America;USA;Illinois;;;Region;;;41;-93;Near;2013;2039;1984;2010;2026;1997;RCP8.5;8;;;400;CROPGRO;Process-based model;Temperature/Rainfall/Temperature stress;Grain yield/Water productivity/Irrigation demand;Irrigation;Yield;t/ha;3,393;3,155;-0,07;Negative;4,025;3,985;0,263074485;Positive;Irrigation;Rainfed;;;Supplementary Table 2
Timilsina et al. 2023;10.1017/S0021859623000011;Adapt;Soybean;May;Rainfed;America;USA;Indiana;;;Region;;;41;-93;Near;2013;2039;1984;2010;2026;1997;RCP8.5;8;;;400;CROPGRO;Process-based model;Temperature/Rainfall/Temperature stress;Grain yield/Water productivity/Irrigation demand;Irrigation;Yield;t/ha;3,454;3,316;-0,04;Neutral;4,052;4,011;0,209589867;Positive;Irrigation;Rainfed;;;Supplementary Table 2
Timilsina et al. 2023;10.1017/S0021859623000011;Adapt;Soybean;May;Rainfed;America;USA;Ohio;;;Region;;;41;-93;Near;2013;2039;1984;2010;2026;1997;RCP8.5;8;;;400;CROPGRO;Process-based model;Temperature/Rainfall/Temperature stress;Grain yield/Water productivity/Irrigation demand;Irrigation;Yield;t/ha;3,3;3,201;-0,03;Neutral;4,123;4,164;0,300843486;Positive;Irrigation;Rainfed;;;Supplementary Table 2
Timilsina et al. 2023;10.1017/S0021859623000011;Adapt;Soybean;May;Rainfed;America;USA;Nebraska;;;Region;;;41;-93;Near;2013;2039;1984;2010;2026;1997;RCP8.5;8;;;400;CROPGRO;Process-based model;Temperature/Rainfall/Temperature stress;Grain yield/Water productivity/Irrigation demand;Irrigation;Yield;t/ha;2,724;2,561;-0,06;Negative;4,002;4,002;0,562670832;Positive;Irrigation;Rainfed;;;Supplementary Table 2
Timilsina et al. 2023;10.1017/S0021859623000011;Adapt;Soybean;May;Rainfed;America;USA;Kansas;;;Region;;;41;-93;Near;2013;2039;1984;2010;2026;1997;RCP8.5;8;;;400;CROPGRO;Process-based model;Temperature/Rainfall/Temperature stress;Grain yield/Water productivity/Irrigation demand;Irrigation;Yield;t/ha;2,529;2,301;-0,09;Negative;4,021;3,86;0,677531508;Positive;Irrigation;Rainfed;;;Supplementary Table 2
Timilsina et al. 2023;10.1017/S0021859623000011;Adapt;Soybean;May;Rainfed;America;USA;Missouri;;;Region;;;41;-93;Near;2013;2039;1984;2010;2026;1997;RCP8.5;8;;;400;CROPGRO;Process-based model;Temperature/Rainfall/Temperature stress;Grain yield/Water productivity/Irrigation demand;Irrigation;Yield;t/ha;3,115;2,928;-0,06;Negative;3,996;3,956;0,351092896;Positive;Irrigation;Rainfed;;;Supplementary Table 2
Timilsina et al. 2023;10.1017/S0021859623000011;Adapt;Soybean;May;Rainfed;America;USA;North Dakota;;;Region;;;41;-93;Far;2043;2069;1984;2010;2056;1997;RCP4.5;8;;;400;CROPGRO;Process-based model;Temperature/Rainfall/Temperature stress;Grain yield/Water productivity/Irrigation demand;Irrigation;Yield;t/ha;2,08;2,122;0,02;Neutral;3,074;3,566;0,680490104;Positive;Irrigation;Rainfed;;;Supplementary Table 2
Timilsina et al. 2023;10.1017/S0021859623000011;Adapt;Soybean;May;Rainfed;America;USA;Minnesota;;;Region;;;41;-93;Far;2043;2069;1984;2010;2056;1997;RCP4.5;8;;;400;CROPGRO;Process-based model;Temperature/Rainfall/Temperature stress;Grain yield/Water productivity/Irrigation demand;Irrigation;Yield;t/ha;2,902;2,844;-0,02;Neutral;3,309;3,408;0,198312236;Positive;Irrigation;Rainfed;;;Supplementary Table 2
Timilsina et al. 2023;10.1017/S0021859623000011;Adapt;Soybean;May;Rainfed;America;USA;South Dakota;;;Region;;;41;-93;Far;2043;2069;1984;2010;2056;1997;RCP4.5;8;;;400;CROPGRO;Process-based model;Temperature/Rainfall/Temperature stress;Grain yield/Water productivity/Irrigation demand;Irrigation;Yield;t/ha;2,229;2,051;-0,08;Negative;3,597;3,633;0,771331058;Positive;Irrigation;Rainfed;;;Supplementary Table 2
Timilsina et al. 2023;10.1017/S0021859623000011;Adapt;Soybean;May;Rainfed;America;USA;Iowa;;;Region;;;41;-93;Far;2043;2069;1984;2010;2056;1997;RCP4.5;8;;;400;CROPGRO;Process-based model;Temperature/Rainfall/Temperature stress;Grain yield/Water productivity/Irrigation demand;Irrigation;Yield;t/ha;3,323;3,124;-0,06;Negative;3,921;3,882;0,242637644;Positive;Irrigation;Rainfed;;;Supplementary Table 2
Timilsina et al. 2023;10.1017/S0021859623000011;Adapt;Soybean;May;Rainfed;America;USA;Illinois;;;Region;;;41;-93;Far;2043;2069;1984;2010;2056;1997;RCP4.5;8;;;400;CROPGRO;Process-based model;Temperature/Rainfall/Temperature stress;Grain yield/Water productivity/Irrigation demand;Irrigation;Yield;t/ha;3,393;3,088;-0,09;Negative;4,025;3,904;0,264248705;Positive;Irrigation;Rainfed;;;Supplementary Table 2
Timilsina et al. 2023;10.1017/S0021859623000011;Adapt;Soybean;May;Rainfed;America;USA;Indiana;;;Region;;;41;-93;Far;2043;2069;1984;2010;2056;1997;RCP4.5;8;;;400;CROPGRO;Process-based model;Temperature/Rainfall/Temperature stress;Grain yield/Water productivity/Irrigation demand;Irrigation;Yield;t/ha;3,454;3,178;-0,08;Negative;4,052;3,971;0,249528005;Positive;Irrigation;Rainfed;;;Supplementary Table 2
Timilsina et al. 2023;10.1017/S0021859623000011;Adapt;Soybean;May;Rainfed;America;USA;Ohio;;;Region;;;41;-93;Far;2043;2069;1984;2010;2056;1997;RCP4.5;8;;;400;CROPGRO;Process-based model;Temperature/Rainfall/Temperature stress;Grain yield/Water productivity/Irrigation demand;Irrigation;Yield;t/ha;3,3;3,036;-0,08;Negative;4,123;4,123;0,358036891;Positive;Irrigation;Rainfed;;;Supplementary Table 2
Timilsina et al. 2023;10.1017/S0021859623000011;Adapt;Soybean;May;Rainfed;America;USA;Nebraska;;;Region;;;41;-93;Far;2043;2069;1984;2010;2056;1997;RCP4.5;8;;;400;CROPGRO;Process-based model;Temperature/Rainfall/Temperature stress;Grain yield/Water productivity/Irrigation demand;Irrigation;Yield;t/ha;2,724;2,424;-0,11;Negative;4,002;3,882;0,601485149;Positive;Irrigation;Rainfed;;;Supplementary Table 2
Timilsina et al. 2023;10.1017/S0021859623000011;Adapt;Soybean;May;Rainfed;America;USA;Kansas;;;Region;;;41;-93;Far;2043;2069;1984;2010;2056;1997;RCP4.5;8;;;400;CROPGRO;Process-based model;Temperature/Rainfall/Temperature stress;Grain yield/Water productivity/Irrigation demand;Irrigation;Yield;t/ha;2,529;2,175;-0,14;Negative;4,021;3,74;0,71954023;Positive;Irrigation;Rainfed;;;Supplementary Table 2
Timilsina et al. 2023;10.1017/S0021859623000011;Adapt;Soybean;May;Rainfed;America;USA;Missouri;;;Region;;;41;-93;Far;2043;2069;1984;2010;2056;1997;RCP4.5;8;;;400;CROPGRO;Process-based model;Temperature/Rainfall/Temperature stress;Grain yield/Water productivity/Irrigation demand;Irrigation;Yield;t/ha;3,115;2,803;-0,1;Negative;3,996;3,876;0,382804138;Positive;Irrigation;Rainfed;;;Supplementary Table 2
Timilsina et al. 2023;10.1017/S0021859623000011;Adapt;Soybean;May;Rainfed;America;USA;North Dakota;;;Region;;;41;-93;Far;2043;2069;1984;2010;2056;1997;RCP8.5;8;;;400;CROPGRO;Process-based model;Temperature/Rainfall/Temperature stress;Grain yield/Water productivity/Irrigation demand;Irrigation;Yield;t/ha;2,08;2,101;0,01;Neutral;3,074;3,566;0,697287006;Positive;Irrigation;Rainfed;;;Supplementary Table 2
Timilsina et al. 2023;10.1017/S0021859623000011;Adapt;Soybean;May;Rainfed;America;USA;Minnesota;;;Region;;;41;-93;Far;2043;2069;1984;2010;2056;1997;RCP8.5;8;;;400;CROPGRO;Process-based model;Temperature/Rainfall/Temperature stress;Grain yield/Water productivity/Irrigation demand;Irrigation;Yield;t/ha;2,902;2,728;-0,06;Negative;3,309;3,342;0,225073314;Positive;Irrigation;Rainfed;;;Supplementary Table 2
Timilsina et al. 2023;10.1017/S0021859623000011;Adapt;Soybean;May;Rainfed;America;USA;South Dakota;;;Region;;;41;-93;Far;2043;2069;1984;2010;2056;1997;RCP8.5;8;;;400;CROPGRO;Process-based model;Temperature/Rainfall/Temperature stress;Grain yield/Water productivity/Irrigation demand;Irrigation;Yield;t/ha;2,229;1,984;-0,11;Negative;3,597;3,561;0,794858871;Positive;Irrigation;Rainfed;;;Supplementary Table 2
Timilsina et al. 2023;10.1017/S0021859623000011;Adapt;Soybean;May;Rainfed;America;USA;Iowa;;;Region;;;41;-93;Far;2043;2069;1984;2010;2056;1997;RCP8.5;8;;;400;CROPGRO;Process-based model;Temperature/Rainfall/Temperature stress;Grain yield/Water productivity/Irrigation demand;Irrigation;Yield;t/ha;3,323;2,957;-0,11;Negative;3,921;3,803;0,286100778;Positive;Irrigation;Rainfed;;;Supplementary Table 2
Timilsina et al. 2023;10.1017/S0021859623000011;Adapt;Soybean;May;Rainfed;America;USA;Illinois;;;Region;;;41;-93;Far;2043;2069;1984;2010;2056;1997;RCP8.5;8;;;400;CROPGRO;Process-based model;Temperature/Rainfall/Temperature stress;Grain yield/Water productivity/Irrigation demand;Irrigation;Yield;t/ha;3,393;2,884;-0,15;Negative;4,025;3,824;0,3259362;Positive;Irrigation;Rainfed;;;Supplementary Table 2
Timilsina et al. 2023;10.1017/S0021859623000011;Adapt;Soybean;May;Rainfed;America;USA;Indiana;;;Region;;;41;-93;Far;2043;2069;1984;2010;2056;1997;RCP8.5;8;;;400;CROPGRO;Process-based model;Temperature/Rainfall/Temperature stress;Grain yield/Water productivity/Irrigation demand;Irrigation;Yield;t/ha;3,454;3,005;-0,13;Negative;4,052;3,89;0,294509151;Positive;Irrigation;Rainfed;;;Supplementary Table 2
Timilsina et al. 2023;10.1017/S0021859623000011;Adapt;Soybean;May;Rainfed;America;USA;Ohio;;;Region;;;41;-93;Far;2043;2069;1984;2010;2056;1997;RCP8.5;8;;;400;CROPGRO;Process-based model;Temperature/Rainfall/Temperature stress;Grain yield/Water productivity/Irrigation demand;Irrigation;Yield;t/ha;3,3;2,904;-0,12;Negative;4,123;4,041;0,391528926;Positive;Irrigation;Rainfed;;;Supplementary Table 2
Timilsina et al. 2023;10.1017/S0021859623000011;Adapt;Soybean;May;Rainfed;America;USA;Nebraska;;;Region;;;41;-93;Far;2043;2069;1984;2010;2056;1997;RCP8.5;8;;;400;CROPGRO;Process-based model;Temperature/Rainfall/Temperature stress;Grain yield/Water productivity/Irrigation demand;Irrigation;Yield;t/ha;2,724;2,261;-0,17;Negative;4,002;3,802;0,681556833;Positive;Irrigation;Rainfed;;;Supplementary Table 2
